100,24
200,47
300,70
400,93
500,121
600,147
700,175
800,197
900,229
1000,250
1100,281
1200,314
1300,334
1400,370
1500,387
1600,414
1700,446
1800,466
1900,502
2000,528
2100,566
2200,585
2300,614
2400,639
2500,665
2600,709
2700,735
2800,760
2900,787
3000,814
3100,852
3200,872
3300,907
3400,1001
3500,980
3600,991
3700,1063
3800,1034
3900,1088
4000,1108
4100,1132
4200,1173
4300,1209
4400,1214
4500,1270
4600,1282
4700,1364
4800,1354
4900,1388
5000,1413
5100,1434
5200,1460
5300,1545
5400,1560
5500,1575
5600,1597
5700,1625
5800,1667
5900,1689
6000,1869
6100,1934
6200,2205
6300,1947
6400,1838
6500,1993
6600,1878
6700,1927
6800,1946
6900,2004
7000,2016
7100,2042
7200,2065
7300,2109
7400,2143
7500,2221
7600,2244
7700,2249
7800,2262
7900,2300
8000,2326
8100,2365
8200,2358
8300,2684
8400,2751
8500,2795
8600,2614
8700,2552
8800,2569
8900,2636
9000,2686
9100,2688
9200,2724
9300,2739
9400,2781
9500,2816
9600,2850
9700,2870
9800,2890
9900,2953
10000,2983
10100,2989
10200,3027
10300,3033
10400,3088
10500,3095
10600,3159
10700,3175
10800,3239
10900,3265
11000,3281
11100,3327
11200,3351
11300,3406
11400,3410
11500,3449
11600,3471
11700,3515
11800,2819
11900,2912
12000,3589
12100,3621
12200,3696
12300,3682
12400,3706
12500,3750
12600,3228
12700,3811
12800,3854
12900,3870
13000,3918
13100,3964
13200,3993
13300,4021
13400,4048
13500,4088
13600,4105
13700,4140
13800,4181
13900,3993
14000,4241
14100,4275
14200,4303
14300,4340
14400,4333
14500,4416
14600,4426
14700,4468
14800,4493
14900,4538
15000,4734
15100,4614
15200,4624
15300,4771
15400,4686
15500,4740
15600,4747
15700,4793
15800,4824
15900,4856
16000,4898
16100,4921
16200,4967
16300,4965
16400,5035
16500,4944
16600,5058
16700,5122
16800,5176
16900,5181
17000,5213
17100,5256
17200,5276
17300,5335
17400,4479
17500,5407
17600,5440
17700,5483
17800,5504
17900,5557
18000,5567
18100,5610
18200,5660
18300,5652
18400,5680
18500,5709
18600,5759
18700,4415
18800,5828
18900,5842
19000,5172
19100,5146
19200,5946
19300,5997
19400,6021
19500,6048
19600,6087
19700,5700
19800,6140
19900,6279
20000,6407
20100,6260
20200,6298
20300,6291
20400,6324
20500,6334
20600,6398
20700,6430
20800,6450
20900,6485
21000,6514
21100,6584
21200,6629
21300,6661
21400,6676
21500,6741
21600,6746
21700,6800
21800,6846
21900,6853
22000,6869
22100,6917
22200,6951
22300,6983
22400,7018
22500,7043
22600,7103
22700,7126
22800,7162
22900,7176
23000,7218
23100,7264
23200,7299
23300,7294
23400,7328
23500,7373
23600,7424
23700,7464
23800,6506
23900,7411
24000,6801
24100,7551
24200,7592
24300,7600
24400,7693
24500,6854
24600,7532
24700,7758
24800,7784
24900,7817
25000,7850
25100,7883
25200,7920
25300,7968
25400,8006
25500,6936
25600,8068
25700,8109
25800,8168
25900,8126
26000,7692
26100,8260
26200,8288
26300,8311
26400,8332
26500,8365
26600,7924
26700,8443
26800,8476
26900,8557
27000,8424
27100,7670
27200,7617
27300,8647
27400,8667
27500,8714
27600,8732
27700,8791
27800,8823
27900,8840
28000,8895
28100,7692
28200,6427
28300,6435
28400,6948
28500,9015
28600,9038
28700,9120
28800,9106
28900,9036
29000,9197
29100,9180
29200,9286
29300,8872
29400,8710
29500,8883
29600,8898
29700,9458
29800,8853
29900,9155
30000,9409
30100,9608
30200,9639
30300,9647
30400,9715
30500,9719
30600,9197
30700,8296
30800,7114
30900,7092
31000,7123
31100,7133
31200,7172
31300,7173
31400,7208
31500,7222
31600,7271
31700,7269
31800,7302
31900,7327
32000,7340
32100,7351
32200,7395
32300,7404
32400,7425
32500,7447
32600,7474
32700,7466
32800,7501
32900,7539
33000,7642
33100,7590
33200,7588
33300,7617
33400,7627
33500,7697
33600,7703
33700,7730
33800,7787
33900,7787
34000,7851
34100,7872
34200,7901
34300,7946
34400,7934
34500,7982
34600,7998
34700,8045
34800,8059
34900,8082
35000,8105
35100,8130
35200,8154
35300,8200
35400,8257
35500,8246
35600,8268
35700,8314
35800,8608
35900,8359
36000,8379
36100,8440
36200,8444
36300,8435
36400,8524
36500,8549
36600,8587
36700,8528
36800,8567
36900,8585
37000,8623
37100,8651
37200,8695
37300,8725
37400,8718
37500,8764
37600,8880
37700,8821
37800,8827
37900,8878
38000,8898
38100,8935
38200,8941
38300,8964
38400,8988
38500,9030
38600,9086
38700,9055
38800,9061
38900,12628
39000,12636
39100,12696
39200,12879
39300,13171
39400,12895
39500,12903
39600,12797
39700,12798
39800,12575
39900,12890
40000,12719
40100,12930
40200,12431
40300,12994
40400,13064
40500,12688
40600,11949
40700,12795
40800,13137
40900,13184
41000,13209
41100,13256
41200,13300
41300,13528
41400,13379
41500,13449
41600,13423
41700,13479
41800,11545
41900,14155
42000,13588
42100,13651
42200,13680
42300,13710
42400,13943
42500,13780
42600,12995
42700,13928
42800,13924
42900,13910
43000,13511
43100,14170
43200,13622
43300,13769
43400,14122
43500,14141
43600,14206
43700,12356
43800,14804
43900,14300
44000,14331
44100,14379
44200,14578
44300,13381
44400,14491
44500,14682
44600,14540
44700,14390
44800,14402
44900,14622
45000,14853
45100,14691
45200,14734
45300,15021
45400,14818
45500,14834
45600,14034
45700,14166
45800,14533
45900,14728
46000,15023
46100,15056
46200,15073
46300,14565
46400,14244
46500,15621
46600,15798
46700,16122
46800,16194
46900,16040
47000,16319
47100,16260
47200,16432
47300,16671
47400,16504
47500,16495
47600,16521
47700,16358
47800,16319
47900,15613
48000,15662
48100,15731
48200,15789
48300,15732
48400,15833
48500,15816
48600,15857
48700,15900
48800,15907
48900,15923
49000,15942
49100,15999
49200,15824
49300,15396
49400,16115
49500,16103
49600,16205
49700,14219
49800,16253
49900,16013
50000,16368
50100,16408
50200,15988
50300,16463
50400,16476
50500,16563
50600,16588
50700,16640
50800,16731
50900,16697
51000,16759
51100,16618
51200,16466
51300,16711
51400,16285
51500,16972
51600,17002
51700,16949
51800,16942
51900,16303
52000,17134
52100,17155
52200,17176
52300,17198
52400,17287
52500,17282
52600,17544
52700,18523
52800,18221
52900,17865
53000,18829
53100,17980
53200,18107
53300,18519
53400,17655
53500,18551
53600,17370
53700,15765
53800,16772
53900,17684
54000,16311
54100,19237
54200,17555
54300,17877
54400,17907
54500,17995
54600,17970
54700,18024
54800,17538
54900,18120
55000,18159
55100,18198
55200,19084
55300,18275
55400,18114
55500,18442
55600,18587
55700,18445
55800,18806
55900,18820
56000,18651
56100,18238
56200,18454
56300,19068
56400,18848
56500,19123
56600,18593
56700,18682
56800,16568
56900,18120
57000,18147
57100,18796
57200,18812
57300,18561
57400,18889
57500,18937
57600,18945
57700,18913
57800,19070
57900,19063
58000,19100
58100,19157
58200,19201
58300,19217
58400,19247
58500,18837
58600,19362
58700,19314
58800,19280
58900,18270
59000,19940
59100,19549
59200,19646
59300,19614
59400,18978
59500,18835
59600,18953
59700,19096
59800,15087
59900,14412
60000,14431
60100,14448
60200,15255
60300,14516
60400,14596
60500,14577
60600,14598
60700,14616
60800,14651
60900,14671
61000,14742
